_c0,tconst,numVotes,popularity,runtimeMinutes,budget,revenue
6056,tt1189383,28718,7,87,15841556,39187998
8211,tt3606888,29851,9,103,8000000,82703
9757,tt8396294,1771,7,100,13775635,29266897
648,tt0048380,16258,5,123,14743551,34129316
1451,tt0069737,1458,5,101,13583230,28596179
2521,tt0097940,27376,6,110,15665143,38450624
8268,tt3720634,1028,7,103,13686539,28887380
9739,tt8350360,69216,9,106,19136760,54724143
3541,tt0158610,3140,5,106,13759093,29370125
4035,tt0270321,1797,6,197,13662305,28896077
6656,tt1557843,1557,6,80,13696077,28979813
7225,tt2015381,1107891,53,121,170000000,773328629
242,tt0031762,13595,5,121,14523669,33097104
1715,tt0077707,1082,5,66,13558661,28471802
2206,tt0090576,3177,1,141,0,203781
2378,tt0094361,1068,5,97,13570923,28510635
2394,tt0094813,1344,0,93,5000000,4176930
8315,tt3816458,8896,7,118,14312949,31860443
8478,tt4188202,1725,7,101,13746182,29164446
1762,tt0079221,18804,5,120,14968411,35164464
6141,tt1236472,8204,6,116,14214092,31454604
8062,tt3322940,152059,23,99,6500000,255273813
38,tt0016220,17887,5,93,14860741,34703623
2430,tt0095497,55361,11,164,7000000,8373585
3294,tt0119642,33962,6,104,16176832,40910025
6236,tt1286154,1646,6,102,13694683,28985474
6948,tt1753899,1530,7,80,13699820,28989047
9760,tt8399720,3900,8,118,13944940,30070736
1529,tt0072245,1181,5,72,13562780,28496799
1899,tt0083190,10033,10,123,0,4300000
4108,tt0283885,1381,6,90,13630697,28743871
4435,tt0359013,172067,18,113,65000000,128905366
8462,tt4154796,970988,33,181,90796671,395030792
9133,tt5937296,2266,7,101,13802399,29412232
1016,tt0058213,14036,5,133,14574338,33315064
1489,tt0070679,-13927,1,112,2142000,-6271435
1656,tt0075936,5265,5,90,13889998,30046840
3831,tt0233687,1719,6,79,13651978,28853025
7817,tt2820852,377634,27,137,190000000,1506249360
9347,tt6659936,1214,7,98,13723087,29029370
123,tt0024184,33562,5,71,16108525,40626108
736,tt0051047,5001,5,78,13850455,29885980
9553,tt7545266,12936,8,83,14659071,33467769
5663,tt1034305,29463,7,85,15889194,39432702
5891,tt1130964,1578,6,101,13682319,28936854
9234,tt6262764,3318,7,85,13888062,29816044
1309,tt0066289,3318,5,65,13728222,29288814
3519,tt0154183,33544,6,150,16150247,40773180
4374,tt0341495,7448,6,92,14118353,31051677
4811,tt0424205,28972,7,116,22000000,56729509
5420,tt0872022,3181,6,116,13800251,29510608
6222,tt1280567,5104,6,110,13969293,30289835
8180,tt3547616,1564,7,126,13727376,29083857
9599,tt7748244,24681,8,107,15593661,37904218
3195,tt0117482,1085,5,92,13588752,28571402
7199,tt1988733,1061,7,140,13667606,28828731
8897,tt5294522,5066,7,98,14020223,30453446
9979,tt9695258,1054,8,94,13723114,29011018
1861,tt0082436,4613,5,87,13842302,29814367
2871,tt0108447,1024,5,104,13577370,28526826
3637,tt0177650,2073,5,95,13676208,28973748
3835,tt0234652,1586,6,87,13641487,28803090
3908,tt0248547,3869,6,146,13824450,29669729
4054,tt0273718,3222,6,113,13775959,29435208
6578,tt1504319,1754,1,121,5000000,4277353
7543,tt2345613,5620,7,90,14036953,30572484
8843,tt5168192,57703,18,100,0,260354
1683,tt0076740,20272,13,121,22000000,12000000
5794,tt1091863,1035,6,80,13637195,28725428
6008,tt1172522,2078,6,109,13724427,29133375
7113,tt1889440,1602,7,149,13708879,29027224
7345,tt2152896,1855,7,145,13733669,29138157
7797,tt2756032,38423,8,91,16649725,42971520
9328,tt6588966,22516,8,116,15445127,37151565
1859,tt0082427,13250,5,96,14528854,33074442
2278,tt0092297,3475,5,89,13760248,29412549
9337,tt6615648,1060,7,180,13710652,28970601
746,tt0051507,1035,4,67,13535381,28389597
4986,tt0457297,35369,7,92,16350255,41631722
5273,tt0787524,55085,8,108,0,11472454
1878,tt0082744,1019,5,94,13556943,28458874
5181,tt0494199,3470,6,95,13818402,29603790
5406,tt0858492,3969,6,140,13862612,29807131
645,tt0048337,1007,4,119,13531124,28372325
957,tt0056537,1035,5,143,13539645,28403659
1723,tt0077904,2804,5,104,13695715,29122349
2971,tt0111019,5675,5,110,13949115,30289092
3631,tt0176269,28923,7,83,45000000,122123072
3646,tt0180052,25485,8,95,100000000,7103973
6307,tt1324059,30215,1,138,3000000,2895564
6375,tt13624868,1024,6,105,13648042,28759936
4633,tt0388285,3633,6,93,13820307,29628861
5468,tt0912580,1587,6,88,13674502,28912106
9294,tt6475714,50192,9,103,17615486,47513555
3931,tt0252487,39349,7,87,16645363,43063864
4955,tt0451134,1422,6,85,13651038,28815694
5345,tt0822847,118353,8,87,60000000,78309131
6064,tt1194238,15651,7,77,14804528,34260486
7471,tt2275813,2524,7,85,13789386,29399047
1674,tt0076391,5776,5,95,13930983,30240926
1796,tt0080421,8828,2,104,2000000,11000000
3077,tt0114465,34371,6,92,16202968,41044351
5062,tt0473604,1636,6,145,13670214,28903611
6529,tt1467273,5127,7,122,13977314,30318944
7322,tt2119474,26318,7,98,15688166,38400047
740,tt0051337,12888,5,88,14477507,32863352
7900,tt2997766,1453,7,97,13712902,29023321
9583,tt7681868,1007,7,105,13711392,28966936
907,tt0055294,2898,5,82,13686728,29103538
2389,tt0094737,210527,9,104,18000000,72816738
2953,tt0110613,19313,6,99,15032893,35435822
3165,tt0116828,1842,5,96,13648325,28855152
5464,tt0907618,1186,6,157,13642551,28760497
7952,tt3104304,2599,7,95,13805051,29459360
8205,tt3584496,9886,7,91,14389427,32226811
9096,tt5834854,3792,7,84,13922959,29985784
1949,tt0084477,1304,5,93,13581031,28571176
3761,tt0209463,10261,6,118,14329610,32072726
6909,tt1720621,1502,7,104,13696810,28975891
8437,tt4088328,1880,7,121,13757679,29220233
8736,tt4899370,23158,8,116,15455187,37271922
9598,tt7748226,1622,7,94,13760583,29200074
730,tt0050858,2733,5,132,13670046,29029497
989,tt0057530,1122,5,89,13547201,28438610
1515,tt0071544,1862,5,92,13616636,28752931
4321,tt0329393,4776,6,120,13904879,30039561
5458,tt0902952,2323,6,91,13732808,29189259
6766,tt1621039,23660,7,91,55000000,110000000
7164,tt1943014,1225,7,84,13679931,28888290
7482,tt2288005,2229,7,92,13766158,29288427
7496,tt2301592,8623,7,133,14274731,31702913
2665,tt0102388,16319,8,99,0,-7773490
3497,tt0145033,1287,5,75,13610899,28667737
5155,tt0489225,1688,6,107,13676220,28929414
6123,tt1230165,21649,7,145,15282531,36528496
6608,tt1524131,2506,6,100,13770551,29334845
1425,tt0068918,1003,5,83,13546534,28422694
1730,tt0078252,11419,5,97,14380699,32374714
8514,tt4286666,1783,7,85,13751517,29188729
9247,tt6293032,22663,8,84,15454460,37199709
1826,tt0081400,36749,6,115,16355061,41825423
2102,tt0087746,2187,5,93,13654310,28914660
6142,tt1238302,1014,6,93,13642546,28740656
6509,tt1448762,27859,7,88,15786625,38905841
7968,tt3134058,2246,7,140,13777316,29327192
466,tt0040626,39325,5,94,16519698,42671213
1059,tt0059287,1450,5,93,13574687,28567078
1175,tt0062229,49085,9,105,0,-2826742
2862,tt0108255,52587,7,104,48000000,20915465
5199,tt0498199,1588,6,98,13669157,28894591
8864,tt5228304,5466,7,90,14051354,30602236
9776,tt8506840,1444,7,140,13750027,29144742
789,tt0052735,2382,5,83,13643329,28900914
1281,tt0065446,9288,2,121,3716946,1720368
2348,tt0093756,41984,5,88,0,28061343
3146,tt0116426,8687,5,88,14192079,31437665
4057,tt0274497,9029,3,106,0,215339
6896,tt1714014,5355,7,111,14002840,30429419
7379,tt2181931,35310,3,134,2840000,3221678
265,tt0032520,3378,4,85,13711937,29242015
646,tt0048342,10440,5,103,14281011,31933058
2746,tt0104837,2336,5,84,13679143,29013744
2989,tt0111786,4315,5,134,13841368,29776938
6560,tt14888874,3953,6,138,13884615,29877863
6913,tt1723124,4991,7,98,13974245,30293147
7527,tt2326574,2711,7,107,13805383,29473366
8015,tt3220192,2437,7,91,13793443,29402399
6096,tt1212436,49373,6,104,35000000,77477008
8673,tt4727512,11923,7,158,14560803,33026873
8870,tt5249200,1746,7,82,13755756,29198445
947,tt0056215,8890,5,106,14163866,31368006
2120,tt0088175,1129,5,103,13570570,28516498
2273,tt0092117,6427,5,89,13994814,30526507
2847,tt0107894,2590,5,80,13701371,29116339
6830,tt1665011,1529,7,60,13697359,28980813
7672,tt2476214,2776,7,160,13813480,29507566
8906,tt5333612,2482,7,116,13814993,29478669
6954,tt1754920,4583,7,130,13942642,30141877
7859,tt2914892,25297,8,87,15622862,38064685
8694,tt4769836,43952,8,108,17107342,45118230
9799,tt8663446,1876,8,80,13784827,29309319
119,tt0023986,39980,5,75,16561495,42886025
2284,tt0092558,3751,5,101,13782311,29517133
2453,tt0096037,3514,1,92,0,-9713970
5857,tt1119191,14258,7,93,14689619,33720904
528,tt0043278,32528,5,114,2723903,2407537
2309,tt0093036,9959,5,93,14276314,31862126
2988,tt0111666,34540,6,94,16213794,41099945
3645,tt0179918,1146,5,88,13602677,28624364
4197,tt0303816,76510,6,93,1500000,30553394
4593,tt0382628,61511,6,105,30000000,84405480
9644,tt7958736,50391,9,99,17638364,47611955
9895,tt9173154,2019,8,107,13798133,29369693
3073,tt0114388,202223,10,136,16500000,135000000
3706,tt0192718,3498,6,77,13790877,29516227
5274,tt0790618,30204,7,101,15936623,39676219
6275,tt13069986,7576,6,98,14166870,31226462
7842,tt2883512,207883,8,114,11000000,52558511
9638,tt7938336,1469,7,129,13749230,29144994
1526,tt0071956,1214,5,88,13565345,28509061
2811,tt0106877,3102,2,95,0,3418141
3461,tt0139615,33644,6,100,16156514,40805690
5327,tt0814380,2218,6,102,13721820,29140913
8195,tt3566788,2665,7,98,13815198,29500440
530,tt0043332,4439,4,114,13801628,29660149
706,tt0050105,29423,5,115,15791261,39102560
2655,tt0102011,6876,5,115,14038214,30721412
2808,tt0106761,13118,5,96,3500000,1697192
7891,tt2976176,1578,7,115,13722659,29069912
3935,tt0252589,32741,6,81,16098729,40508999
4961,tt0452625,88736,7,101,25000000,74310458
6460,tt1417592,7827,7,119,14190557,31333521
8755,tt4937114,5335,7,101,14038743,30545540
6012,tt11730940,2163,6,102,13731264,29165723
8767,tt4972582,462041,28,117,9000000,276921998
2775,tt0105652,4074,1,105,400000,-8488644
3137,tt0116269,2087,1,91,13000000,9789900
6457,tt1415290,1402,6,100,13679744,28908073
7415,tt2214941,26143,7,107,15677024,38342758
9420,tt6996016,3086,7,137,13873377,29740862
4902,tt0439876,30909,7,93,15981622,39907404
7815,tt2815072,5320,7,86,14018590,30477338
2552,tt0098999,8791,5,174,14188375,31437434
5257,tt0780534,11631,6,119,14468689,32689384
6406,tt1381512,2535,6,102,13768782,29332354
7538,tt2338151,15952,12,153,13000000,29187656
1986,tt0085276,9111,7,100,0,19910002
3351,tt0120731,62087,7,169,18441213,51608210
3934,tt0252490,32746,6,94,16099050,40510564
4117,tt0285665,32408,6,143,16077606,40400103
7003,tt1800241,465207,16,138,40000000,251171807
7076,tt1854582,2070,7,81,13745329,29201396
7306,tt2106671,3482,7,94,13862215,29749689
8848,tt5179598,12399,7,108,14602167,33218175
442,tt0039676,1260,4,95,13547139,28454312
4580,tt0381681,250751,7,80,2700000,15992615
5160,tt0490170,2432,0,180,20000000,47026866
5260,tt0782042,3511,6,105,13823255,29624525
473,tt0040737,4052,4,108,13769713,29510274
1242,tt0064155,1920,5,98,13615741,28756665
1506,tt0071230,133304,13,93,2600000,119500000
1913,tt0083590,4078,5,86,13800821,29615880
2182,tt0089847,4438,5,91,13834865,29769666
2316,tt0093132,5073,5,107,13888048,30018279
5674,tt1038685,4265,6,93,13891543,29936676
8689,tt4765240,4559,7,83,13975722,30248226
231,tt0031385,10311,5,114,14262387,31856759
795,tt0052876,4083,5,107,13778672,29543397
2268,tt0091990,3217,5,74,13739536,29314491
2751,tt0105046,42645,6,115,0,-3787241
3584,tt0166370,1824,5,92,13655344,28876231
5029,tt0466561,6050,6,94,14020431,30567550
5913,tt11357580,6020,6,118,14035878,30615043
6951,tt1754506,1331,7,85,13684062,28914132
811,tt0053183,4527,5,97,13814289,29712055
2487,tt0097263,1457,5,85,13604044,28664718
3718,tt0196635,2216,5,175,13689217,29033141
5246,tt0773318,30253,7,79,15939681,39692068
5510,tt0951335,14964,6,108,14738745,33964318
6958,tt1758795,38696,7,104,1500000,3566225
9194,tt6129302,8145,7,154,14270981,31635452
1005,tt0057933,2091,5,106,13624555,28805448
1893,tt0083006,1222,5,116,0,-10066084
2431,tt0095511,1610,5,99,13615078,28718750
7872,tt2935390,4409,7,90,13947321,30137256
9467,tt7221896,38530,8,100,16691914,43123012
3269,tt0119239,4905,5,173,13893921,30018286
3420,tt0130444,6447,6,125,14019542,30610374
6034,tt11809034,7424,6,138,14149930,31153067
7501,tt2304915,2662,7,101,13800963,29453139
8228,tt3642618,2354,7,123,13791144,29385250
8762,tt4959548,1019,7,97,13695787,28916845
222,tt0031143,2967,4,72,13678396,29084010
1087,tt0060165,38147,6,95,16444390,42284388
1442,tt0069400,6355,5,96,13972331,30444047
9298,tt6494418,14479,8,104,14776590,34033247
838,tt0053765,2182,5,93,13628419,28828683
4016,tt0266543,993387,25,100,94000000,407491229
5957,tt11515380,1598,6,130,13685243,28948803
7919,tt3038142,2398,7,85,13788406,29381290
4371,tt0340137,31919,7,110,16046290,40239462
5070,tt0475228,1204,6,100,13636030,28741061
5072,tt0475289,2228,6,89,13717471,29127720
6550,tt1484521,1004,6,88,13649980,28764023
7714,tt2562232,606327,18,119,18000000,132785241
400,tt0038355,83357,7,114,20072531,59440652
3715,tt0196219,1232,5,80,13610925,28661480
4991,tt0457496,2046,6,83,13701369,29053629
7963,tt3125220,3624,7,105,13886755,29847001
8101,tt3413018,2105,7,83,13768784,29282798
272,tt0032904,66874,6,112,18759646,53210303
2977,tt0111190,5520,5,81,13936911,30230974
6620,tt1533084,4716,7,96,13946475,30169850
1099,tt0060474,17162,5,132,14824511,34500555
5110,tt0480249,720796,11,101,150000000,585349010
7435,tt2234543,1159,7,104,13680152,28881412
7768,tt2679480,2541,7,89,13796728,29425224
8297,tt3772964,1162,7,73,13697773,28939880
8846,tt5176390,1041,7,83,13699228,28930733
9494,tt7310916,1414,7,90,13741950,29114641
2980,tt0111282,184134,13,116,55000000,174054228
4514,tt0372873,24278,6,107,70000000,192527745
8152,tt3506970,2490,7,138,13800424,29431535
8754,tt4936176,7145,7,89,14182606,31228689
1347,tt0067108,6943,5,108,14017159,30659683
1844,tt0082162,2427,5,145,13668191,28988106
2836,tt0107507,42564,8,104,13500000,34595157
2565,tt0099395,1550,5,95,13613011,28705015
3781,tt0213790,13018,3,84,24000000,59992791
6622,tt1534084,1002,6,100,13651274,28768062
7946,tt3094252,1736,7,100,13736327,29133206
8527,tt4314716,1414,7,81,13722446,29050306
1431,tt0069035,4390,5,202,13815914,29701622
2119,tt0088146,-1055,12,101,6000000,6655117
6536,tt1473357,2034,6,95,13731577,29151888
9011,tt5644050,1474,7,80,13736977,29105153
9977,tt9691136,22617,8,83,15437207,37150260
437,tt0039631,16962,5,124,14795259,34381018
1354,tt0067227,4616,5,88,13832315,29781771
5272,tt0787495,1330,6,93,13650119,28802058
1869,tt0082640,2727,5,104,13692539,29102997
2604,tt0100332,14395,4,71,500000,-6643329
7309,tt2107814,4150,7,130,13915381,30002050
623,tt0047494,1562,0,142,4500000,3200000
1942,tt0084357,2130,5,86,13646551,28882498
6838,tt1667354,5468,7,169,14010659,30468234
8373,tt3962210,2054,7,92,13770217,29281645
1746,tt0078788,636802,13,147,31500000,89460381
2733,tt0104658,1927,5,145,13646374,28858514
3383,tt0123391,1738,5,100,13644455,28830399
8563,tt4414438,1261,7,85,13711009,28994950
348,tt0036260,4833,4,87,13829275,29796755
1085,tt0060074,1444,5,84,13574733,28566540
2770,tt0105526,1197,5,96,13589084,28585406
4694,tt0402230,1492,6,88,13651339,28824755
6492,tt1436372,1536,6,90,13691101,28960979
7695,tt2524674,11451,7,109,14503551,32783628
3887,tt0245573,3205,6,91,13771237,29417674
9770,tt8457792,1562,7,77,13759280,29188863
575,tt0045205,5993,5,110,13926069,30249729
3470,tt0140534,1359,5,151,13616086,28693143
7247,tt2053463,185523,11,106,30000000,103203838
9448,tt7142506,6414,8,99,14138494,30998932
391,tt0037939,1957,4,76,13601516,28714010
1363,tt0067464,1251,5,76,13564997,28512180
1364,tt0067487,2435,5,103,13659141,28959179
3339,tt0120619,1858,5,100,13653107,28872769
5058,tt0473348,1332,6,82,13645961,28788573
7243,tt2048726,3045,7,128,13826209,29580555
1002,tt0057859,2705,5,65,13673300,29037001
4489,tt0368578,88484,9,95,32000000,94176040
4919,tt0443737,1844,6,89,13683859,28972593
4970,tt0454776,24543,7,118,15489330,37544179
5737,tt1067920,2244,6,105,13732157,29178005
7991,tt3178174,1957,7,102,13754803,29219621
357,tt0036716,1101,4,71,13532783,28388632
977,tt0057180,4480,5,80,13813899,29705352
3749,tt0205461,4218,6,85,13848981,29790868
7928,tt3044882,1266,7,122,13698603,28954605
8364,tt3920820,6249,7,99,14103514,30864534
8781,tt5027774,473655,20,115,51268001,207323870
1514,tt0071532,4984,5,111,13864798,29931331
1757,tt0079027,1525,5,92,13594727,28641823
1789,tt0080100,3581,5,108,13758814,29420035
2204,tt0090563,20578,6,185,0,2003822
8839,tt5161502,1753,7,90,13755688,29199028
9609,tt7816386,1488,7,165,13750160,29150249
1997,tt0085461,36425,6,118,16334365,41719103
5558,tt0988045,608408,15,128,90000000,337847886
7413,tt2212008,16814,10,108,0,56574
7432,tt2231138,1881,3,84,0,-9915549
8097,tt3405714,24847,8,92,15594071,37916768
1511,tt0071486,6015,5,108,13946696,30320302
4813,tt0424345,132963,8,97,5000000,26888376
5635,tt10272386,109918,9,97,22289559,69814885
6094,tt12108622,6718,6,86,14095012,30890548
6283,tt13095604,2872,6,100,13793091,29451377
7067,tt1844025,1547,7,96,13703573,29003386
9424,tt7014110,1483,7,95,13746024,29136031
7245,tt2049543,10682,7,101,0,-8584888
7994,tt3182596,1367,7,90,13707960,28997110
374,tt0037101,12955,5,95,14475452,32864296
4443,tt0361596,128496,6,122,6000000,26289096
5071,tt0475276,98334,10,111,15000000,76286096
5730,tt10645682,1303,6,87,13657210,28822334
9707,tt8186932,21793,8,98,15398880,36914133
3066,tt0114099,3852,5,100,13806112,29607281
3427,tt0131502,1531,5,90,13628886,28755187
5178,tt0493437,30393,7,134,15948774,39738422
5771,tt1083452,23448,7,106,23000000,46152411
1229,tt0063729,37881,6,112,16427427,42197151
1851,tt0082317,1442,5,120,13590028,28616756
3478,tt0141998,1200,5,90,13603602,28633638
4661,tt0395802,1639,6,166,13662367,28878073
7124,tt1901024,21100,7,92,15259073,36387841
2961,tt0110719,1444,5,115,13612574,28691354
3087,tt0114732,6631,5,105,14027450,30657668
3212,tt0117891,4831,5,108,13886882,29986540
5627,tt10239930,1269,6,85,13652429,28802647
6686,tt1570732,4661,7,166,13943441,30153503
2830,tt0107330,34839,6,87,16232851,41197876
7074,tt1854506,1665,7,80,13713093,29048388
4098,tt0282552,5864,6,83,13986867,30435400
5559,tt0988849,11017,6,99,14425969,32477702
472,tt0040725,33425,5,135,16104680,40597633
717,tt0050458,4677,5,116,13824319,29762428
5416,tt0870112,1420,6,86,13660177,28845608
5734,tt10662234,29332,7,102,15880843,39389700
7274,tt2076220,44730,7,115,0,641100
7371,tt2180351,1063,7,94,13671229,28840914
7558,tt2363047,2272,7,120,13771112,29309724
8150,tt3503840,3362,7,96,13869698,29760542
8448,tt4126568,4309,7,80,13950988,30137825
1613,tt0074670,2725,5,85,13687215,29085205
2317,tt0093142,1089,5,90,13571362,28514501
5862,tt1120985,191955,11,112,3500000,28799108
6365,tt1352393,3577,6,107,13850789,29722951
7272,tt2072933,4371,7,91,13932199,30082996
8319,tt3822388,4116,7,156,13933051,30056416
3732,tt0200710,1042,5,140,13596170,28590912
4935,tt0449059,458921,5,101,8000000,100523181
9451,tt7150512,1150,7,92,13720096,29012129
387,tt0037671,3064,4,91,13689437,29131607
3489,tt0144020,2446,5,108,13702875,29104702
5554,tt0985593,2763,6,104,13769723,29361737
6203,tt1270761,48109,8,99,25000000,68171370
7457,tt2257602,2213,7,130,13764386,29280737
295,tt0033802,1282,4,91,13545923,28452836
878,tt0054425,38544,6,95,16469740,42414600
3375,tt0122735,1687,5,75,13640237,28810608
6273,tt13065386,3033,6,123,13805690,29511492
6688,tt1571724,7025,7,103,14131399,31045953
9220,tt6203570,3993,7,74,13941438,30069901
7048,tt1830786,26844,7,128,15721862,38572931
8528,tt4316236,24033,8,115,15542147,37649912
2810,tt0106873,7302,5,91,14075203,30892518
6106,tt1220628,-3401,3,105,7000000,9180467
6214,tt1276962,6720,6,96,14097593,30899289
6228,tt1285009,28391,7,85,15820662,39080693
7147,tt1930294,9000,7,83,14297656,31821985
9747,tt8364418,2268,8,145,13814946,29453849
9885,tt9110340,3574,8,171,13921552,29956014
9935,tt9382596,21359,8,89,15371086,36771431
2078,tt0087003,24997,5,84,8000000,16286808
4890,tt0437459,1171,6,96,13629776,28716629
6981,tt1783721,1325,7,90,13684190,28913864
9382,tt6824530,2290,7,92,13809328,29437854
3277,tt0119327,33992,6,92,16178709,40919746
4074,tt0278504,286487,11,118,46000000,163963432
