tconst,FullText
tt0045883,hondo: army dispatch rider hondo lane discovers a woman and young son living in the midst of warring apaches and becomes their protector.
tt0045897,"i confess: a priest, who comes under suspicion for murder, cannot clear his name without breaking the seal of the confessional."
tt0045911,inferno
tt0046008,the living desert: documentary of the lives of flora and fauna in a desert in the us.
tt0046031,the man between
tt0046040,man on a tightrope
tt0046183,"peter pan: leaving the safety of their nursery behind, wendy, michael and john follow peter pan to a magical world where childhood lasts forever. but while in neverland, the kids must face captain hook and foil his attempts to get rid of peter for good. wendy and her brothers are whisked away to the magical world of neverland with the hero of their stories, peter pan. flying brother sister relationship becoming an adult magic fairy child hero bravery pirate gang mermaid animation pirate native peoples"
tt0046248,"robot monster: ro-man, an alien robot who greatly resembles a gorilla in a diving helmet, is sent to earth to destroy all human life. ro-man falls in love with one of the last six remaining humans, and struggles to understand how his programming can instruct him to kill her while his heart demands that he cant. b movie robot"
tt0046264,sadko
tt0046375,the stranger wore a gun
tt0046446,torch song
tt0046451,"touchez pas au grisbi: the granddaddy of the modern gallic gangster movie, touchez pas au grisbi (translation: dont touch the loot!) immediately created a market for offspring like dassins rififi and melvilles bob le flambeur.  adapted from the seminal 1952 serie noire novel by albert simonin, grisbi took the gangster saga to new heights of realism by portraying the criminal class as a larcenous subbourgeoisie and introducing authentic underworld slang to screen dialogue.  (film forum)"
tt0046511,"journey to italy: catherine and alexander, wealthy and sophisticated, drive to naples to sell a deceased uncles villa. theres a coolness in their relationship and aspects of naples add to the strain. she tours the museums of naples and pompeii; he idles on capri, flirting with women but drawing back from adultery. with her, hes sarcastic; with him, shes critical. they talk of divorce. will this foreign couple find insight and direction in italy?"
tt0046672,"20,000 leagues under the sea: a ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the nautilus, commanded by captain nemo. a ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the nautilus, commanded by captain nemo. diving ocean submarine jules verne captain atlantis deep sea war ship diving suit harpoon ship war scuba diving underwater scuba captain nemo giant  squid"
tt0046757,beachhead
tt0046816,"the caine mutiny: when a us naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny. when a u.s. naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny. mutiny world war ii paranoia war ship mental breakdown military court u.s. navy naval officer naval ship captain humphrey bogart"
tt0046874,the country girl
tt0046878,crime wave
tt0046912,"dial m for murder: an ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. when things go wrong, he improvises a new plan - to frame her for murder instead. when american writer mark halliday (robert cummings) visits the very married margot wendice (grace kelly) in london, he unknowingly sets off a chain of blackmail and murder. after sensing margots affections for halliday, her husband, tony wendice (ray milland), fears divorce and disinheritance, and plots her death. knowing former school chum captain lesgate is involved in illegal activities, tony blackmails him into conspiring to kill margot. when she kills lesgate in self-defense, tony implicates her as being guilty of premeditated murder. halliday must out-stratagize tony to save margots live. [warner bros.] london england adultery jealousy secret tennis blackmail evidence letter marriage love murder suspense classic writer crime theft visit cult film husband player 3d"
tt0046998,french cancan
tt0047094,hobsons choice
tt0047123,it should happen to you
tt0047278,the night my number came up
tt0047296,"on the waterfront: terry malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for johnny friendly, the corrupt boss of the dockers union. terry witnesses a murder by two of johnnys thugs, and later meets the dead mans sister and feels responsible for his death. she introduces him to father barry, who tries to force him to provide information for the courts that will smash the dock racketeers. marlon brando gives one of the screens most electrifying performances as best actor in this 1954 academy award winning best film as ex-fighter terry malloy, who could have been a contender but now toils for boss johnny friendly (lee j. cobb) on the gang-ridden waterfront.  [sony] murder suspense union dock longshoreman pigeon"
tt0047437,"sabrina: linus and david larrabee are the two sons of a very wealthy family. linus is all work -- busily running the family corporate empire, he has no time for a wife and family. david is all play -- technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. meanwhile, sabrina fairchild is the young, shy, and awkward daughter of the household chauffeur, who has been infatuated with david all her life, but david hardly notices her -- doesnt even know i exist -- until she goes away to paris for two years, and returns an elegant, sophisticated, beautiful woman. suddenly, she finds that she has captured davids attention, but just as she does so, she finds herself falling in love with linus, and she finds that linus is also falling in love with her. the chauffeurs daughter (hepburn) has been in love for years with the larrabees playboy brother david (holden). sent away to paris, she returns only to find herself caught between david and his older brother linus (bogart). brother brother relationship chauffeur champagne playboy love teenage crush millionaire high society manhattan, new york city impossible love family disapproval"
tt0047444,samurai i: musashi miyamoto
tt0047478,"seven samurai: a samurai answers a villages request for protection after he falls on hard times. the town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. a giant battle occurs when 40 bandits attack the village. seven samurai (shichinin no samurai) tells the story of a sixteenth-century village whose desperate inhabitants hire the eponymous warriors to protect them from invading bandits. japan samurai peasant looting rice fencing village moral ambiguity battle practice 16th century"
tt0047494,"the silver chalice: a greek artisan is commissioned to cast the cup of christ in silver and sculpt around its rim the faces of the disciples and jesus himself. he travels to jerusalem and eventually to rome to complete the task. meanwhile, a nefarious interloper is trying to convince the crowds that he is the new messiah by using nothing more than cheap parlor tricks. tricks greek disciples messiah"
